county,state,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,mean_2010,mean_2011,mean_2012,mean_2013,mean_2014,mean_2015,mean_2016,mean_2017,mean_2018,mean_2019
calloway county,KY,Murray,21,35,1210,171339.25,165769.29166666666,161516.25,152450.0,163200.0,167095.0,164116.66666666666,178595.83333333334,177708.33333333334,177125.0
marshall county,MS,Memphis,28,93,1211,174700.0,174700.0,174700.0,174700.0,174700.0,174700.0,174700.0,156149.95833333334,150570.83333333334,172750.0
bennington county,VT,Bennington,50,3,1212,342566.6666666667,339929.1666666667,304825.0,285395.8333333333,277762.5,277104.1666666667,286141.6666666667,303225.0,308275.0,318375.0
graves county,KY,Mayfield,21,83,1213,97200.0,91129.16666666667,103866.66666666667,105741.66666666667,112445.83333333333,113591.66666666667,117862.5,129704.16666666667,120595.83333333333,108700.0
delta county,MI,Escanaba,26,41,1214,115570.83333333333,108129.16666666667,111700.0,102508.33333333333,104145.83333333333,123212.5,118670.83333333333,118470.83333333333,117624.875,109450.0
fulton county,IL,Canton,17,57,1214,77900.0,77900.0,77900.0,77900.0,77900.0,77900.0,78025.0,80279.16666666667,76858.33333333333,76500.0
alcorn county,MS,Corinth,28,3,1216,151168.75,151168.75,135442.0,136104.125,142783.33333333334,150433.33333333334,147366.66666666666,151814.58333333334,153450.0,149800.0
clatsop county,OR,Astoria,41,7,1217,300216.6666666667,284477.0,276681.25,284250.0,285112.5,297670.8333333333,329395.8333333333,336491.6666666667,379937.5,362000.0
scotts bluff county,NE,Scottsbluff,31,157,1218,138000.0,123270.83333333333,132391.66666666666,125112.5,136166.66666666666,137625.0,145150.0,163970.625,159729.16666666666,158350.0
greenup county,KY,Huntington-Ashland,21,89,1219,152220.83333333334,161175.0,150704.16666666666,131383.33333333334,129304.16666666667,135241.66666666666,144950.0,141620.79166666666,141641.66666666666,134900.0
boone county,AR,Harrison,5,9,1220,149091.66666666666,138104.16666666666,136363.45833333334,131933.33333333334,125883.33333333333,135158.33333333334,129604.16666666667,147195.0,144800.0,130875.0
miami county,IN,Peru,18,103,1220,83644.44444444444,83644.44444444444,83644.44444444444,83644.44444444444,83644.44444444444,74350.0,75341.25,74662.5,81498.0,80425.0
gloucester county,VA,Virginia Beach-Norfolk-Newport News,51,73,1222,257259.58333333334,265787.5,237599.0,257020.70833333334,261155.41666666666,259438.33333333334,261428.95833333334,266976.375,265643.4166666667,269950.0
jasper county,IA,Newton,19,99,1223,116350.0,105945.79166666667,100254.08333333333,109416.66666666667,104108.33333333333,106799.16666666667,115216.66666666667,116795.83333333333,125308.33333333333,123000.0
addison county,VT,N/A,50,1,1224,277300.0,267516.6666666667,258366.66666666666,247662.5,258962.5,267387.4583333333,273683.3333333333,293635.4166666667,296601.875,292000.0
finney county,KS,Garden City,20,55,1225,126120.83333333333,108789.58333333333,116300.0,137016.66666666666,162158.33333333334,195291.66666666666,200853.75,202570.83333333334,202129.16666666666,186600.0
logan county,WV,Logan,54,45,1226,116491.66666666667,116491.66666666667,116491.66666666667,116491.66666666667,116491.66666666667,116491.66666666667,107458.33333333333,97920.83333333333,106474.83333333333,100749.75
matagorda county,TX,Bay City,48,321,1227,167733.33333333334,151305.20833333334,168187.5,170262.5,174247.91666666666,188994.79166666666,196362.29166666666,204195.83333333334,219016.66666666666,212474.75
dodge county,NE,Fremont,31,53,1228,117585.0,113685.41666666667,104278.91666666667,114764.58333333333,117941.375,124635.41666666667,133162.5,161829.16666666666,174208.25,164975.0
mcleod county,MN,Hutchinson,27,85,1229,138535.41666666666,124346.66666666667,114883.33333333333,114966.66666666667,137937.5,139741.66666666666,155872.91666666666,165616.66666666666,178354.16666666666,188950.0
independence county,AR,Batesville,5,63,1230,184250.0,184250.0,184250.0,184250.0,184250.0,184250.0,184250.0,156958.33333333334,150179.16666666666,141749.0
houghton county,MI,Houghton,26,61,1231,106957.14285714286,106957.14285714286,106957.14285714286,106957.14285714286,106957.14285714286,106957.14285714286,105250.0,116737.5,122987.5,104950.0
steele county,MN,Owatonna,27,147,1232,136366.66666666666,136650.0,137287.5,139633.33333333334,144850.0,151954.16666666666,153366.66666666666,167712.5,183447.58333333334,189700.0
brown county,SD,Aberdeen,46,13,1233,147037.5,141337.5,144170.83333333334,155891.66666666666,154429.16666666666,151833.33333333334,175389.58333333334,183404.16666666666,192108.33333333334,173050.0
summit county,UT,Summit Park,49,43,1234,1037000.0,1037000.0,1037000.0,1037000.0,1037000.0,1037000.0,1120833.125,1312200.0,1213249.9583333333,1112500.0
cowley county,KS,Arkansas City-Winfield,20,35,1235,87604.16666666667,75500.0,73708.33333333333,74262.5,79170.83333333333,85368.20833333333,83241.66666666667,86220.83333333333,85379.16666666667,81500.0
albany county,WY,Laramie,56,1,1236,222394.44444444444,222394.44444444444,215634.58333333334,213916.66666666666,234062.5,230729.16666666666,244400.0,270829.1666666667,254300.0,249225.0
lincoln county,NE,North Platte,31,111,1237,120260.41666666667,117716.66666666667,128483.33333333333,122629.16666666667,128104.16666666667,136883.25,156545.83333333334,165404.16666666666,170712.5,159700.0
hale county,TX,Plainview,48,189,1238,94000.0,94857.125,88029.16666666667,102370.83333333333,105187.5,119185.0,114770.625,114702.08333333333,123641.66666666667,116975.0
halifax county,VA,N/A,51,83,1239,130212.5,126667.29166666667,105673.0,121475.0,123241.66666666667,124125.0,116737.5,118004.16666666667,111713.125,129950.0
webster county,MO,Springfield,29,225,1240,136375.0,132541.66666666666,128504.16666666667,129075.0,141206.25,141037.5,138110.79166666666,147954.16666666666,164262.5,164737.5
scotland county,NC,Laurinburg,37,165,1241,135312.5,135312.5,135312.5,135312.5,135312.5,135312.5,135312.5,135312.5,132570.25,117450.0
lee county,IL,Dixon,17,103,1242,133653.58333333334,125583.33333333333,108095.83333333333,102670.83333333333,104800.0,106433.33333333333,115574.91666666667,113845.66666666667,117895.83333333333,116425.0
douglas county,MN,Alexandria,27,41,1243,226395.83333333334,199647.875,179820.83333333334,177689.04166666666,193364.08333333334,217499.79166666666,218574.79166666666,238516.66666666666,261841.66666666666,264950.0
oneida county,WI,N/A,55,85,1244,211291.66666666666,197641.625,164929.16666666666,175170.83333333334,187633.33333333334,192399.58333333334,194237.5,210787.41666666666,210156.70833333334,204950.0
saint bernard parish,LA,New Orleans-Metairie,22,87,1245,119039.75,112133.33333333333,113841.66666666667,123306.25,132090.625,136225.0,152008.25,158504.16666666666,158441.66666666666,159000.0
lee county,IA,Fort Madison-Keokuk,19,111,1246,107050.0,107050.0,107050.0,107050.0,107050.0,107050.0,107050.0,103691.66666666667,105452.08333333333,109975.0
prince george county,VA,Richmond,51,149,1247,223288.875,207075.0,197302.08333333334,212710.375,213507.08333333334,216985.41666666666,215600.0,231914.66666666666,231225.0,215000.0
jasper county,TX,N/A,48,241,1248,125500.0,130558.33333333333,134426.66666666666,131379.16666666666,140453.33333333334,135825.0,140837.5,149787.5,158887.5,148700.0
cocke county,TN,Newport,47,29,1249,142329.16666666666,128850.0,123079.16666666667,135303.33333333334,144837.5,146796.16666666666,140820.83333333334,151929.16666666666,153966.66666666666,158600.0
beauregard parish,LA,DeRidder,22,11,1250,152812.5,159371.25,158366.66666666666,159020.79166666666,163181.25,164350.0,166612.5,162725.0,171070.83333333334,183475.0
whitley county,KY,London,21,235,1251,159900.0,159900.0,159900.0,137012.5,124962.5,132858.33333333334,133079.16666666666,127429.16666666667,126758.33333333333,125750.0
wapello county,IA,Ottumwa,19,179,1252,86800.0,86800.0,86800.0,86800.0,86800.0,95091.66666666667,90687.5,95362.5,89920.83333333333,94000.0
clark county,KY,Lexington-Fayette,21,49,1253,135929.16666666666,140150.0,136958.33333333334,137302.08333333334,138719.79166666666,141220.83333333334,150158.33333333334,161824.16666666666,170775.0,167400.0
barry county,MO,N/A,29,9,1254,126050.0,133466.66666666666,126362.5,132479.16666666666,138016.66666666666,137725.0,144500.0,150293.75,156845.83333333334,160675.0
laclede county,MO,Lebanon,29,105,1255,135825.0,129179.16666666667,130783.33333333333,129883.33333333333,135253.20833333334,138516.66666666666,137737.5,143300.0,153807.875,156950.0
morgan county,IL,Jacksonville,17,137,1256,103829.04166666667,98075.0,99612.45833333333,91287.5,105300.0,100595.83333333333,98654.16666666667,111904.125,114154.125,106700.0
greenbrier county,WV,N/A,54,25,1257,154258.33333333334,150583.33333333334,168083.16666666666,185216.66666666666,183733.33333333334,182733.33333333334,193062.33333333334,192762.375,196970.79166666666,179947.5
montgomery county,KS,Coffeyville,20,125,1258,81250.0,77829.16666666667,72491.66666666667,74412.5,78750.0,80329.16666666667,75658.33333333333,72964.58333333333,66609.83333333333,64000.0
carlton county,MN,Duluth,27,17,1259,161579.16666666666,148191.66666666666,148708.33333333334,151462.41666666666,149370.83333333334,160091.66666666666,161032.20833333334,164935.41666666666,170525.0,169900.0
sagadahoc county,ME,Portland-South Portland,23,23,1260,219458.33333333334,200177.5,198597.91666666666,188023.95833333334,199775.0,220458.33333333334,266708.3333333333,285300.0,269754.1666666667,268250.0
isle of wight county,VA,Virginia Beach-Norfolk-Newport News,51,93,1261,299375.0,278118.375,241133.33333333334,271346.4583333333,279482.9166666667,265606.25,303685.4166666667,326469.1666666667,327223.75,314922.5
seneca county,NY,Seneca Falls,36,99,1262,152729.16666666666,159075.0,171062.5,145116.66666666666,139183.33333333334,129516.66666666667,137983.33333333334,136636.95833333334,143608.33333333334,135425.0
hopkins county,TX,Sulphur Springs,48,223,1263,125820.83333333333,133908.33333333334,138404.16666666666,140041.08333333334,136708.33333333334,151303.0,169204.08333333334,174735.375,176679.16666666666,179600.0
chambers county,TX,Houston-The Woodlands-Sugar Land,48,71,1264,179653.625,182543.75,198361.66666666666,211202.79166666666,235188.125,254407.875,260410.75,283039.0,282078.5833333333,296781.75
hill county,TX,N/A,48,217,1265,134679.16666666666,130975.0,126595.83333333333,139862.5,149416.66666666666,138179.125,153887.5,160129.16666666666,171475.0,174450.0
weakley county,TN,Martin,47,183,1266,108762.5,108762.5,108762.5,108762.5,108762.5,108762.5,119312.5,119520.83333333333,124662.5,122350.0
howard county,TX,Big Spring,48,227,1267,115031.25,115031.25,115031.25,130658.33333333333,140829.125,145822.91666666666,156831.25,151187.33333333334,152150.0,156675.0
bureau county,IL,Ottawa-Peru,17,11,1268,120416.66666666667,108045.75,100525.0,93091.66666666667,95645.83333333333,102133.25,103541.54166666667,103412.5,105841.66666666667,100500.0
clarendon county,SC,N/A,45,27,1269,161225.0,161083.33333333334,151912.5,158100.0,163545.83333333334,178537.5,189841.66666666666,182279.16666666666,198175.0,203700.0
madison county,NE,Norfolk,31,119,1270,116127.5,116127.5,116127.5,118685.41666666667,135402.08333333334,147602.08333333334,170224.25,177072.91666666666,188133.95833333334,181700.0
pulaski county,VA,Blacksburg-Christiansburg-Radford,51,155,1271,152600.0,152600.0,148104.16666666666,151789.58333333334,147647.91666666666,144460.41666666666,149852.0,153120.83333333334,164579.16666666666,171600.0
lincoln county,MS,Brookhaven,28,85,1272,166044.44444444444,166044.44444444444,166044.44444444444,166044.44444444444,166044.44444444444,166044.44444444444,166044.44444444444,166044.44444444444,162212.5,180497.5
de soto county,FL,Arcadia,12,27,1273,211505.55555555556,211505.55555555556,211505.55555555556,211505.55555555556,211505.55555555556,211505.55555555556,211505.55555555556,211505.55555555556,217993.16666666666,199925.0
christian county,IL,Taylorville,17,21,1274,87672.72727272728,87672.72727272728,91341.625,80283.33333333333,83391.66666666667,88208.33333333333,84991.66666666667,86437.5,89058.33333333333,81825.0
panola county,MS,N/A,28,107,1275,131512.5,120554.16666666667,129145.83333333333,132155.08333333334,140275.0,138050.0,148633.33333333334,145037.5,138804.16666666666,133000.0
clark county,WI,N/A,55,19,1276,110391.66666666667,115116.66666666667,113429.16666666667,111412.5,114675.0,115012.5,108966.66666666667,107429.16666666667,115412.08333333333,114725.0
harvey county,KS,Wichita,20,79,1277,127360.0,127360.0,127360.0,127360.0,127360.0,127360.0,119103.5,124841.66666666667,134962.5,133675.0
mcclain county,OK,Oklahoma City,40,87,1278,166775.0,170041.66666666666,171995.83333333334,175135.33333333334,196139.95833333334,213404.16666666666,211533.75,225496.29166666666,237463.79166666666,213997.0
putnam county,OH,N/A,39,137,1279,129900.0,129900.0,129900.0,129900.0,125687.5,123079.16666666667,128837.5,120379.16666666667,118270.83333333333,121450.0
lincoln county,ME,N/A,23,15,1280,259639.58333333334,256329.16666666666,260312.5,251320.83333333334,246700.0,260512.5,278270.8333333333,289941.6666666667,307300.0,322000.0
adams county,IN,Decatur,18,1,1281,92709.04545454546,92709.04545454546,92709.04545454546,92709.04545454546,92709.04545454546,91145.83333333333,90233.33333333333,96587.5,108237.5,112000.0
geary county,KS,Junction City,20,61,1282,143377.16666666666,145333.33333333334,144879.16666666666,138241.66666666666,136716.66666666666,132910.20833333334,133266.66666666666,127387.5,130185.375,129900.0
lawrence county,AL,Decatur,1,79,1283,122433.33333333333,123816.41666666667,122012.5,128700.83333333333,126341.66666666667,133483.33333333334,131016.66666666667,128441.66666666667,129547.91666666667,129925.0
lincoln county,OK,Oklahoma City,40,81,1284,102670.83333333333,105912.45833333333,115466.5,114950.0,112674.95833333333,126908.33333333333,134050.0,143245.83333333334,153691.66666666666,139925.0
effingham county,IL,Effingham,17,49,1285,160988.88888888888,160988.88888888888,160988.88888888888,160988.88888888888,160988.88888888888,162793.75,159568.75,162833.33333333334,159214.33333333334,148700.0
chambers county,AL,Valley,1,17,1286,89900.0,89900.0,89900.0,89900.0,89900.0,79666.66666666667,85745.83333333333,92804.16666666667,80629.16666666667,93242.75
silver bow county,MT,Butte-Silver Bow,30,93,1287,132025.0,132025.0,132025.0,143945.83333333334,148379.125,153395.83333333334,140783.33333333334,148412.5,163208.33333333334,147998.75
steuben county,IN,Angola,18,151,1288,198475.0,170991.45833333334,180420.83333333334,164212.5,160539.33333333334,170831.25,190295.83333333334,203862.5,218950.0,198700.0
evangeline parish,LA,N/A,22,39,1289,104450.0,104450.0,104450.0,104450.0,104450.0,104450.0,104450.0,104450.0,87845.83333333333,82500.0
macon county,NC,N/A,37,113,1290,300704.1666666667,293416.6666666667,284312.5,313266.6666666667,285508.3333333333,258466.66666666666,264579.1666666667,289508.3333333333,312533.3333333333,312450.0
dare county,NC,Kill Devil Hills,37,55,1291,374583.3333333333,361716.6666666667,344058.3333333333,349566.6666666667,346766.6666666667,359287.5,390104.1666666667,411854.0,424350.0,422250.0
fannin county,TX,Bonham,48,147,1292,182450.0,182450.0,182450.0,182450.0,182450.0,182450.0,182450.0,187154.16666666666,191545.83333333334,189450.0
ford county,KS,Dodge City,20,57,1293,127888.88888888889,127888.88888888889,127888.88888888889,127888.88888888889,131391.66666666666,141691.66666666666,148408.33333333334,157383.33333333334,152938.25,147450.0
washington county,TX,Brenham,48,477,1294,179525.0,199073.41666666666,201025.0,212917.91666666666,223200.0,255593.45833333334,289057.8333333333,290864.3333333333,334495.7916666667,310875.0
sioux county,IA,N/A,19,167,1295,193265.0,193265.0,193265.0,193265.0,193265.0,193265.0,193265.0,183445.83333333334,197545.83333333334,214500.0
lyon county,KS,Emporia,20,111,1296,119533.33333333333,119533.33333333333,119533.33333333333,119533.33333333333,119533.33333333333,119533.33333333333,119533.33333333333,119533.33333333333,120479.16666666667,116150.0
